Muscle_Group,Exercise,Difficulty_Level,Equipment_Required,Target_Intensity,Primary_Muscle_Group,Secondary_Muscle_Group,Exercise_Duration,Recovery_Time,Exercise_Type,Calories_Burned,Exercise_Progression,Injury_Risk_Level
Leg,5 Dot Drills,Easy,None,N/A,Legs,Hip,2,15,Cardio,10,Increase speed,Low
Hip,High Knee Lunge on Bosu Ball,Medium,Bosu Ball,N/A,Hip,Legs,3,30,Strength,7,Increase reps,Medium
Leg,High Knee Lunge on Bosu Ball,Medium,Bosu Ball,N/A,Legs,Hip,3,30,Strength,7,Increase reps,Medium
Hip,Standing Leg Circles,Easy,None,N/A,Hip,Legs,2,15,Mobility,5,Increase range,Low
Leg,Standing Leg Circles,Easy,None,N/A,Legs,Hip,2,15,Mobility,5,Increase range,Low
Hip,Static Lunge,Medium,None,N/A,Hip,Legs,3,30,Strength,7,Increase reps,Low
Leg,Static Lunge,Medium,None,N/A,Legs,Hip,3,30,Strength,7,Increase reps,Low
Cardio,Navy Seal Burpee,Hard,None,N/A,Cardio,Full Body,5,60,Cardio,15,Increase reps,Medium
Full Body,Navy Seal Burpee,Hard,None,N/A,Full Body,Cardio,5,60,Cardio,15,Increase reps,Medium
Biceps,Seated Zottman Curl,Medium,Dumbbell,65%,Biceps,Forearm,3,60,Strength,8,Increase weight,Low
Forearm,Seated Zottman Curl,Medium,Dumbbell,65%,Forearm,Biceps,3,60,Strength,8,Increase weight,Low
Full Body,Dumbbell Walking Lunge,Medium,Dumbbell,60%,Full Body,Legs,3,60,Strength,8,Increase distance,Low
Hip,Dumbbell Walking Lunge,Medium,Dumbbell,60%,Hip,Legs,3,60,Strength,8,Increase distance,Low
Leg,Dumbbell Walking Lunge,Medium,Dumbbell,60%,Legs,Hip,3,60,Strength,8,Increase distance,Low
Full Body,Dumbbell Push Press,Hard,Dumbbell,70%,Full Body,Shoulders,3,90,Strength,10,Increase weight,Medium
Shoulders,Dumbbell Push Press,Hard,Dumbbell,70%,Shoulders,Triceps,3,90,Strength,10,Increase weight,Medium
Biceps,Standing Barbell Concentration Curl,Medium,Barbell,65%,Biceps,Forearm,3,60,Strength,8,Increase weight,Low
Erector Spinae,Dumbbell Good Morning,Medium,Dumbbell,60%,Erector Spinae,Hip,3,60,Strength,8,Increase weight,Low
Hip,Dumbbell Good Morning,Medium,Dumbbell,60%,Hip,Erector Spinae,3,60,Strength,8,Increase weight,Low
Leg,Dumbbell Good Morning,Medium,Dumbbell,60%,Legs,Hip,3,60,Strength,8,Increase weight,Low
Hip,Dumbbell Squat,Medium,Dumbbell,60%,Hip,Legs,3,60,Strength,8,Increase weight,Low
Leg,Dumbbell Squat,Medium,Dumbbell,60%,Legs,Hip,3,60,Strength,8,Increase weight,Low
Cardio,Depth Jump to Hurdle Hop,Hard,None,N/A,Cardio,Legs,3,30,Cardio,12,Increase height,Medium
Hip,Depth Jump to Hurdle Hop,Hard,None,N/A,Hip,Legs,3,30,Cardio,12,Increase height,Medium
Leg,Depth Jump to Hurdle Hop,Hard,None,N/A,Legs,Hip,3,30,Cardio,12,Increase height,Medium
Biceps,Waiter Curl,Medium,Dumbbell,65%,Biceps,Forearm,3,60,Strength,8,Increase weight,Low
Cardio,Power Lunge,Medium,None,N/A,Cardio,Legs,3,30,Cardio,10,Increase reps,Low
Hip,Power Lunge,Medium,None,N/A,Hip,Legs,3,30,Cardio,10,Increase reps,Low
Leg,Power Lunge,Medium,None,N/A,Legs,Hip,3,30,Cardio,10,Increase reps,Low
Cardio,Shadow Boxing,Easy,None,N/A,Cardio,Full Body,2,15,Cardio,8,Increase speed,Low
Shoulders,Standing Dumbbell Shoulder Press,Medium,Dumbbell,65%,Shoulders,Triceps,3,60,Strength,8,Increase weight,Low
Erector Spinae,Dumbbell Deadlift,Medium,Dumbbell,65%,Erector Spinae,Hip,3,60,Strength,8,Increase weight,Low
Full Body,Dumbbell Deadlift,Medium,Dumbbell,65%,Full Body,Hip,3,60,Strength,8,Increase weight,Low
Hip,Dumbbell Deadlift,Medium,Dumbbell,65%,Hip,Erector Spinae,3,60,Strength,8,Increase weight,Low
Leg,Dumbbell Deadlift,Medium,Dumbbell,65%,Legs,Hip,3,60,Strength,8,Increase weight,Low
Erector Spinae,Dumbbell Sumo Deadlift,Medium,Dumbbell,65%,Erector Spinae,Hip,3,60,Strength,8,Increase weight,Low
Full Body,Dumbbell Sumo Deadlift,Medium,Dumbbell,65%,Full Body,Hip,3,60,Strength,8,Increase weight,Low
Hip,Dumbbell Sumo Deadlift,Medium,Dumbbell,65%,Hip,Erector Spinae,3,60,Strength,8,Increase weight,Low
Leg,Dumbbell Sumo Deadlift,Medium,Dumbbell,65%,Legs,Hip,3,60,Strength,8,Increase weight,Low
Hip,Bodyweight Lunge,Easy,None,N/A,Hip,Legs,2,30,Strength,6,Increase reps,Low
Leg,Bodyweight Lunge,Easy,None,N/A,Legs,Hip,2,30,Strength,6,Increase reps,Low
Calisthenic,Frog Stand,Hard,None,N/A,Calisthenic,Full Body,3,60,Strength,10,Increase hold time,Medium
Full Body,Backward Medicine Ball Throw,Medium,Medicine Ball,N/A,Full Body,Shoulders,3,30,Strength,8,Increase weight,Low
Hip,Bulgarian Split Squat Jump,Hard,None,N/A,Hip,Legs,3,60,Strength,10,Increase reps,Medium
Leg,Bulgarian Split Squat Jump,Hard,None,N/A,Legs,Hip,3,60,Strength,10,Increase reps,Medium
Yoga,Warrior 1 Pose,Easy,None,N/A,Yoga,Full Body,2,15,Flexibility,5,Increase hold time,Low
Yoga,Warrior 2 Pose,Easy,None,N/A,Yoga,Full Body,2,15,Flexibility,5,Increase hold time,Low
Yoga,Warrior 3 Pose,Medium,None,N/A,Yoga,Full Body,3,30,Flexibility,6,Increase hold time,Low
Yoga,Humble Warrior Pose,Easy,None,N/A,Yoga,Full Body,2,15,Flexibility,5,Increase hold time,Low
Yoga,Reverse Warrior Pose (Viparita Virabhadrasana),Easy,None,N/A,Yoga,Full Body,2,15,Flexibility,5,Increase hold time,Low
Yoga,Ustrasana,Medium,None,N/A,Yoga,Full Body,3,30,Flexibility,6,Increase hold time,Low
Yoga,Utthita Trikonasana (Extended Triangle Pose),Easy,None,N/A,Yoga,Full Body,2,15,Flexibility,5,Increase hold time,Low
Full Body,Zercher Carry,Hard,Barbell,N/A,Full Body,Legs,3,60,Strength,12,Increase distance,Medium
Calisthenic,Wall Walk,Hard,None,N/A,Calisthenic,Full Body,3,60,Strength,10,Increase reps,Medium
Full Body,Wall Walk,Hard,None,N/A,Full Body,Calisthenic,3,60,Strength,10,Increase reps,Medium
Triceps,One Arm Triceps Pushdown,Medium,Cable,65%,Triceps,Shoulders,3,60,Strength,8,Increase weight,Low
Full Body,Kettlebell Hang Clean,Hard,Kettlebell,70%,Full Body,Shoulders,3,90,Strength,10,Increase weight,Medium
Abs,Dragon Flag,Hard,None,N/A,Abs,Full Body,3,60,Strength,10,Increase hold time,Medium
Calisthenic,Dragon Flag,Hard,None,N/A,Calisthenic,Full Body,3,60,Strength,10,Increase hold time,Medium
Full Body,Dumbbell Power Clean,Hard,Dumbbell,70%,Full Body,Shoulders,3,90,Strength,10,Increase weight,Medium
Full Body,Dumbbell Devil Press,Hard,Dumbbell,70%,Full Body,Shoulders,3,90,Strength,12,Increase weight,Medium
Abs,Ab Coaster Machine,Easy,Machine,N/A,Abs,Obliques,2,30,Strength,6,Increase reps,Low
Trapezius,Overhead Shrug,Medium,Barbell,65%,Trapezius,Shoulders,3,60,Strength,8,Increase weight,Low
Full Body,Overhead Squat,Hard,Barbell,70%,Full Body,Legs,3,90,Strength,12,Increase weight,Medium
Yoga,Tiger Yoga Pose,Easy,None,N/A,Yoga,Full Body,2,15,Flexibility,5,Increase hold time,Low
Hip,Barbell Glute Bridge Two Legs on Bench,Medium,Barbell,65%,Hip,Glutes,3,60,Strength,8,Increase weight,Low
Full Body,Ski Ergometer,Medium,Machine,N/A,Full Body,Cardio,3,30,Cardio,10,Increase duration,Low
Cardio,Riding Outdoor Bicycle,Easy,None,N/A,Cardio,Legs,5,15,Cardio,8,Increase distance,Low
Calisthenic,Human Flag,Hard,None,N/A,Calisthenic,Full Body,3,60,Strength,12,Increase hold time,High
Full Body,Human Flag,Hard,None,N/A,Full Body,Calisthenic,3,60,Strength,12,Increase hold time,High
Full Body,Farmer's Walk,Medium,Dumbbell,N/A,Full Body,Legs,3,60,Strength,10,Increase distance,Low
Full Body,Log Lift,Hard,Log,N/A,Full Body,Shoulders,3,90,Strength,12,Increase weight,Medium
Full Body,Tire Sledge Hammer,Medium,Tire,N/A,Full Body,Shoulders,3,60,Strength,10,Increase reps,Low
Full Body,Tire Flip,Hard,Tire,N/A,Full Body,Legs,3,90,Strength,12,Increase weight,Medium
Full Body,Barbell Snatch,Hard,Barbell,75%,Full Body,Shoulders,3,90,Strength,12,Increase weight,Medium
Full Body,Power Snatch,Hard,Barbell,75%,Full Body,Shoulders,3,90,Strength,12,Increase weight,Medium
Full Body,Muscle Snatch,Hard,Barbell,75%,Full Body,Shoulders,3,90,Strength,12,Increase weight,Medium
Full Body,Heaving Snatch Balance,Hard,Barbell,75%,Full Body,Shoulders,3,90,Strength,12,Increase weight,Medium
Chest,Arm Scissors,Easy,None,N/A,Chest,Shoulders,2,15,Mobility,5,Increase reps,Low
Shoulders,Arm Scissors,Easy,None,N/A,Shoulders,Chest,2,15,Mobility,5,Increase reps,Low
Shoulders,Side Arm Raises,Easy,None,N/A,Shoulders,Trapezius,2,15,Strength,5,Increase reps,Low
Hip,Barbell Hip Thrusts,Medium,Barbell,65%,Hip,Glutes,3,60,Strength,8,Increase weight,Low
Neck,Weighted Lateral Neck Flexion,Medium,Neck Harness,N/A,Neck,Trapezius,2,30,Strength,5,Increase weight,Low
Abs,Cross Crunch,Easy,None,N/A,Abs,Obliques,2,15,Strength,5,Increase reps,Low
Abs,Standing Cable Crunch,Medium,Cable,N/A,Abs,Obliques,3,30,Strength,6,Increase weight,Low
Cardio,Walking,Easy,None,N/A,Cardio,Legs,5,15,Cardio,5,Increase duration,Low
Cardio,Briskly Walking,Easy,None,N/A,Cardio,Legs,5,15,Cardio,6,Increase speed,Low
Neck,Weighted Lying Neck Extension (Neck Harness),Medium,Neck Harness,N/A,Neck,Trapezius,2,30,Strength,5,Increase weight,Low
Neck,Weighted Lying Neck Flexion (Neck Harness),Medium,Neck Harness,N/A,Neck,Trapezius,2,30,Strength,5,Increase weight,Low
Forearm,Wrist Roller,Medium,Wrist Roller,N/A,Forearm,Grip,2,30,Strength,5,Increase weight,Low
Abs,Seated Bench Leg Pull-in,Easy,None,N/A,Abs,Hip,2,15,Strength,5,Increase reps,Low
Abs,Cross Body Mountain Climber,Medium,None,N/A,Abs,Cardio,3,30,Cardio,8,Increase speed,Low
Neck,Gittleson Shrug,Medium,None,N/A,Neck,Trapezius,2,30,Strength,5,Increase reps,Low
Trapezius,Gittleson Shrug,Medium,None,N/A,Trapezius,Neck,2,30,Strength,5,Increase reps,Low
Cardio,Running,Medium,None,N/A,Cardio,Legs,5,30,Cardio,10,Increase speed,Low
Cardio,Sprint,Hard,None,N/A,Cardio,Legs,3,60,Cardio,12,Increase speed,Medium
Full Body,Barbell Hang Clean,Hard,Barbell,75%,Full Body,Shoulders,3,90,Strength,12,Increase weight,Medium
Shoulders,Arm Circles,Easy,None,N/A,Shoulders,Trapezius,2,15,Mobility,5,Increase range,Low
Shoulders,Dumbbell Lateral Raise,Medium,Dumbbell,65%,Shoulders,Trapezius,3,60,Strength,8,Increase weight,Low
Shoulders,Dumbbell Shoulder Press,Medium,Dumbbell,65%,Shoulders,Triceps,3,60,Strength,8,Increase weight,Low
Shoulders,Smith Machine Behind Neck Press,Hard,Smith Machine,70%,Shoulders,Trapezius,3,90,Strength,10,Increase weight,Medium
Shoulders,Smith Machine Shoulder Press,Hard,Smith Machine,70%,Shoulders,Triceps,3,90,Strength,10,Increase weight,Medium
Shoulders,Cable Lateral Raise,Medium,Cable,65%,Shoulders,Trapezius,3,60,Strength,8,Increase weight,Low
Shoulders,45 Degree Incline Row,Medium,Dumbbell,65%,Shoulders,Trapezius,3,60,Strength,8,Increase weight,Low
Trapezius,45 Degree Incline Row,Medium,Dumbbell,65%,Trapezius,Shoulders,3,60,Strength,8,Increase weight,Low
Shoulders,Lever Shoulder Press,Hard,Lever Machine,70%,Shoulders,Triceps,3,90,Strength,10,Increase weight,Medium
Shoulders,Standing Close Grip Military Press,Hard,Barbell,70%,Shoulders,Triceps,3,90,Strength,10,Increase weight,Medium
Shoulders,Barbell Military Press (Overhead press),Hard,Barbell,70%,Shoulders,Triceps,3,90,Strength,10,Increase weight,Medium
Neck,Diagonal Neck Stretch,Easy,None,N/A,Neck,Trapezius,2,15,Flexibility,5,Increase hold time,Low
Neck,Neck Rotation Stretch,Easy,None,N/A,Neck,Trapezius,2,15,Flexibility,5,Increase hold time,Low
Neck,Neck Flexion Stretch,Easy,None,N/A,Neck,Trapezius,2,15,Flexibility,5,Increase hold time,Low
Neck,Neck Extension Stretch,Easy,None,N/A,Neck,Trapezius,2,15,Flexibility,5,Increase hold time,Low
Cardio,Walk Wave Machine,Easy,Machine,N/A,Cardio,Legs,5,15,Cardio,6,Increase duration,Low
Calf,Standing Calf Raise,Easy,None,N/A,Calf,Legs,2,15,Strength,5,Increase reps,Low
Forearm,Dumbbell Seated Neutral Wrist Curl,Medium,Dumbbell,N/A,Forearm,Grip,2,30,Strength,5,Increase weight,Low
Forearm,Dumbbell Wrist Curl,Medium,Dumbbell,N/A,Forearm,Grip,2,30,Strength,5,Increase weight,Low
Forearm,Barbell Reverse Wrist Curl,Medium,Barbell,N/A,Forearm,Grip,2,30,Strength,5,Increase weight,Low
Neck,Side Neck Stretch,Easy,None,N/A,Neck,Trapezius,2,15,Flexibility,5,Increase hold time,Low
Neck,Side Push Neck Stretch,Easy,None,N/A,Neck,Trapezius,2,15,Flexibility,5,Increase hold time,Low
Neck,Front and Back Neck Stretch,Easy,None,N/A,Neck,Trapezius,2,15,Flexibility,5,Increase hold time,Low
Neck,Chin Tuck,Easy,None,N/A,Neck,Trapezius,2,15,Flexibility,5,Increase hold time,Low
Cardio,Jump Rope,Easy,None,N/A,Cardio,Full Body,5,15,Cardio,8,Increase duration,Low
Cardio,Bike,Easy,None,N/A,Cardio,Legs,5,15,Cardio,8,Increase duration,Low
Cardio,Treadmill,Easy,None,N/A,Cardio,Legs,5,15,Cardio,8,Increase duration,Low
Cardio,Incline Treadmill,Medium,None,N/A,Cardio,Legs,5,15,Cardio,10,Increase incline,Low
Back / Wing,Rowing Machine,Medium,Machine,N/A,Back / Wing,Cardio,5,30,Cardio,10,Increase duration,Low
Cardio,Rowing Machine,Medium,Machine,N/A,Cardio,Back / Wing,5,30,Cardio,10,Increase duration,Low
Full Body,Rowing Machine,Medium,Machine,N/A,Full Body,Cardio,5,30,Cardio,10,Increase duration,Low
Cardio,Manual Treadmill,Easy,None,N/A,Cardio,Legs,5,15,Cardio,8,Increase duration,Low
Cardio,Elliptical Machine,Easy,Machine,N/A,Cardio,Legs,5,15,Cardio,8,Increase duration,Low
Cardio,Stair Climber Machine,Medium,Machine,N/A,Cardio,Legs,5,15,Cardio,10,Increase duration,Low
Neck,Prone Cervical Extension,Medium,None,N/A,Neck,Trapezius,2,30,Strength,5,Increase reps,Low
Forearm,Wrist Circles Stretch,Easy,None,N/A,Forearm,Grip,2,15,Mobility,5,Increase range,Low
Neck,Kneeling Neck Stretch,Easy,None,N/A,Neck,Trapezius,2,15,Flexibility,5,Increase hold time,Low
Shoulders,Dumbbell Chest Supported Lateral Raises,Medium,Dumbbell,65%,Shoulders,Trapezius,3,60,Strength,8,Increase weight,Low
Shoulders,Dumbbell 6 Way Raise,Medium,Dumbbell,65%,Shoulders,Trapezius,3,60,Strength,8,Increase weight,Low
Shoulders,Dumbbell 4 Way Lateral Raise,Medium,Dumbbell,65%,Shoulders,Trapezius,3,60,Strength,8,Increase weight,Low
Hip,Smith Machine Reverse Kickback,Medium,Smith Machine,65%,Hip,Glutes,3,60,Strength,8,Increase weight,Low
Biceps,Double Arm Dumbbell Curl,Medium,Dumbbell,65%,Biceps,Forearm,3,60,Strength,8,Increase weight,Low
Erector Spinae,Seated Back Extension,Medium,Machine,N/A,Erector Spinae,Hip,3,60,Strength,8,Increase weight,Low
Trapezius,Dumbbell Shrug,Medium,Dumbbell,65%,Trapezius,Shoulders,3,60,Strength,8,Increase weight,Low
Chest,Incline Chest Fly Machine,Medium,Machine,65%,Chest,Shoulders,3,60,Strength,8,Increase weight,Low
Trapezius,Cable Shrug,Medium,Cable,65%,Trapezius,Shoulders,3,60,Strength,8,Increase weight,Low
Trapezius,Barbell Shrug,Medium,Barbell,65%,Trapezius,Shoulders,3,60,Strength,8,Increase weight,Low
Trapezius,Behind The Back Barbell Shrug,Medium,Barbell,65%,Trapezius,Shoulders,3,60,Strength,8,Increase weight,Low
Trapezius,Dumbbell Incline Shrug,Medium,Dumbbell,65%,Trapezius,Shoulders,3,60,Strength,8,Increase weight,Low
Trapezius,Prone Incline Shrug,Medium,Dumbbell,65%,Trapezius,Shoulders,3,60,Strength,8,Increase weight,Low
Trapezius,Lever Shrug,Medium,Lever Machine,65%,Trapezius,Shoulders,3,60,Strength,8,Increase weight,Low
Shoulders,Alternating Dumbbell Front Raise,Medium,Dumbbell,65%,Shoulders,Trapezius,3,60,Strength,8,Increase weight,Low
Shoulders,Two Arm Cable Front Raise,Medium,Cable,65%,Shoulders,Trapezius,3,60,Strength,8,Increase weight,Low
Shoulders,Two Arm Dumbbell Front Raise,Medium,Dumbbell,65%,Shoulders,Trapezius,3,60,Strength,8,Increase weight,Low
Shoulders,Dumbbell Front Raise,Medium,Dumbbell,65%,Shoulders,Trapezius,3,60,Strength,8,Increase weight,Low
Shoulders,Cable Front Raise,Medium,Cable,65%,Shoulders,Trapezius,3,60,Strength,8,Increase weight,Low
Shoulders,Leaning Single Arm Dumbbell Lateral Raise,Medium,Dumbbell,65%,Shoulders,Trapezius,3,60,Strength,8,Increase weight,Low
Shoulders,Seated Behind Neck Press,Hard,Barbell,70%,Shoulders,Trapezius,3,90,Strength,10,Increase weight,Medium
Shoulders,Rear Delt Fly Machine,Medium,Machine,65%,Shoulders,Trapezius,3,60,Strength,8,Increase weight,Low
Trapezius,Rear Delt Fly Machine,Medium,Machine,65%,Trapezius,Shoulders,3,60,Strength,8,Increase weight,Low
Shoulders,Seated Rear Lateral Dumbbell Raise,Medium,Dumbbell,65%,Shoulders,Trapezius,3,60,Strength,8,Increase weight,Low
Shoulders,Half Arnold Press,Medium,Dumbbell,65%,Shoulders,Trapezius,3,60,Strength,8,Increase weight,Low
Shoulders,Arnold Press,Hard,Dumbbell,70%,Shoulders,Trapezius,3,90,Strength,10,Increase weight,Medium
Shoulders,Seated Dumbbell Lateral Raise,Medium,Dumbbell,65%,Shoulders,Trapezius,3,60,Strength,8,Increase weight,Low
Trapezius,Lever Gripless Shrug,Medium,Lever Machine,65%,Trapezius,Shoulders,3,60,Strength,8,Increase weight,Low
Shoulders,Cable Rear Delt Fly,Medium,Cable,65%,Shoulders,Trapezius,3,60,Strength,8,Increase weight,Low
Trapezius,Cable Rear Delt Fly,Medium,Cable,65%,Trapezius,Shoulders,3,60,Strength,8,Increase weight,Low
Shoulders,Bent Over Lateral Raise,Medium,Dumbbell,65%,Shoulders,Trapezius,3,60,Strength,8,Increase weight,Low
Trapezius,Bent Over Lateral Raise,Medium,Dumbbell,65%,Trapezius,Shoulders,3,60,Strength,8,Increase weight,Low
Shoulders,Bent Arm Lateral Raise,Medium,Dumbbell,65%,Shoulders,Trapezius,3,60,Strength,8,Increase weight,Low
Shoulders,Cable Upright Row,Medium,Cable,65%,Shoulders,Trapezius,3,60,Strength,8,Increase weight,Low
Trapezius,Cable Upright Row,Medium,Cable,65%,Trapezius,Shoulders,3,60,Strength,8,Increase weight,Low
Cardio,Elbow To Knee Twists,Easy,None,N/A,Cardio,Abs,2,15,Cardio,8,Increase speed,Low
Shoulders,Face Pull,Medium,Cable,65%,Shoulders,Trapezius,3,60,Strength,8,Increase weight,Low
Trapezius,Face Pull,Medium,Cable,65%,Trapezius,Shoulders,3,60,Strength,8,Increase weight,Low
Shoulders,Half Kneeling High Cable Row Rope,Medium,Cable,65%,Shoulders,Trapezius,3,60,Strength,8,Increase weight,Low
Trapezius,Half Kneeling High Cable Row Rope,Medium,Cable,65%,Trapezius,Shoulders,3,60,Strength,8,Increase weight,Low
Calf,Calf Raise,Easy,None,N/A,Calf,Legs,2,15,Strength,5,Increase reps,Low
Shoulders,Leaning Cable Lateral Raise,Medium,Cable,65%,Shoulders,Trapezius,3,60,Strength,8,Increase weight,Low
Shoulders,Dumbbell Raise,Medium,Dumbbell,65%,Shoulders,Trapezius,3,60,Strength,8,Increase weight,Low
Trapezius,Dumbbell Raise,Medium,Dumbbell,65%,Trapezius,Shoulders,3,60,Strength,8,Increase weight,Low
Shoulders,Dumbbell Upright Row,Medium,Dumbbell,65%,Shoulders,Trapezius,3,60,Strength,8,Increase weight,Low
Trapezius,Dumbbell Upright Row,Medium,Dumbbell,65%,Trapezius,Shoulders,3,60,Strength,8,Increase weight,Low
Neck,Weighted Neck Harness Extension,Medium,Neck Harness,N/A,Neck,Trapezius,2,30,Strength,5,Increase weight,Low
Neck,Lying Weighted Neck Flexion,Medium,Neck Harness,N/A,Neck,Trapezius,2,30,Strength,5,Increase weight,Low
Neck,Lying Weighted Neck Extension,Medium,Neck Harness,N/A,Neck,Trapezius,2,30,Strength,5,Increase weight,Low
Neck,Lever Neck Right Side Flexion (plate loaded),Medium,Lever Machine,N/A,Neck,Trapezius,2,30,Strength,5,Increase weight,Low
Neck,Lever Neck Extension (plate loaded),Medium,Lever Machine,N/A,Neck,Trapezius,2,30,Strength,5,Increase weight,Low
Neck,Cable Seated Neck Flexion with head harness,Medium,Cable,N/A,Neck,Trapezius,2,30,Strength,5,Increase weight,Low
Neck,Cable Seated Neck Extension with head harness,Medium,Cable,N/A,Neck,Trapezius,2,30,Strength,5,Increase weight,Low
Abs,Alternate Leg Raises,Easy,None,N/A,Abs,Hip,2,15,Strength,5,Increase reps,Low
Yoga,Bhekasana Frog Pose,Easy,None,N/A,Yoga,Full Body,2,15,Flexibility,5,Increase hold time,Low
Yoga,Balasana | Child Pose,Easy,None,N/A,Yoga,Full Body,2,15,Flexibility,5,Increase hold time,Low
Yoga,Anuvittasana | Standing Backbend Pose,Easy,None,N/A,Yoga,Full Body,2,15,Flexibility,5,Increase hold time,Low
Yoga,Anjaneyasana | Low Lunge Pose,Easy,None,N/A,Yoga,Full Body,2,15,Flexibility,5,Increase hold time,Low
Yoga,Eka Pada Setu Bandha Sarvangasana,Medium,None,N/A,Yoga,Full Body,3,30,Flexibility,6,Increase hold time,Low
Yoga,Dandayamana Bharmanasana | Balancing Table Pose,Medium,None,N/A,Yoga,Full Body,3,30,Flexibility,6,Increase hold time,Low
Yoga,Chaturanga Dandasana | Low Plank Pose,Medium,None,N/A,Yoga,Full Body,3,30,Flexibility,6,Increase hold time,Low
Yoga,Bitilasana | Cow Pose,Easy,None,N/A,Yoga,Full Body,2,15,Flexibility,5,Increase hold time,Low
Not specified,Side Bend With Resistance Band,Easy,Resistance Band,N/A,Not specified,Abs,2,15,Mobility,5,Increase range,Low
Calf,Calf Raise with Resistance Band,Easy,Resistance Band,N/A,Calf,Legs,2,15,Strength,5,Increase reps,Low
Yoga,Pada Hastasana | Hands to Feet Pose,Easy,None,N/A,Yoga,Full Body,2,15,Flexibility,5,Increase hold time,Low
Yoga,Titli Asana | Butterfly Pose,Easy,None,N/A,Yoga,Full Body,2,15,Flexibility,5,Increase hold time,Low
Yoga,Baddha Konasana | Butterfly Pose,Easy,None,N/A,Yoga,Full Body,2,15,Flexibility,5,Increase hold time,Low
Yoga,Makarasana - Crocodile Pose,Easy,None,N/A,Yoga,Full Body,2,15,Flexibility,5,Increase hold time,Low
Yoga,Ardha Uttanasana | Standing Half Forward Bend,Easy,None,N/A,Yoga,Full Body,2,15,Flexibility,5,Increase hold time,Low
Yoga,Ardha Kapotasana - Half Pigeon Pose,Easy,None,N/A,Yoga,Full Body,2,15,Flexibility,5,Increase hold time,Low
Yoga,Advasana | Reverse Corpse Pose,Easy,None,N/A,Yoga,Full Body,2,15,Flexibility,5,Increase hold time,Low
Yoga,Adho Mukha Vrksasana Yoga | Handstand Pose,Hard,None,N/A,Yoga,Full Body,3,60,Flexibility,10,Increase hold time,Medium
Yoga,Adho Mukha Svanasana | Downward Facing Dog,Easy,None,N/A,Yoga,Full Body,2,15,Flexibility,5,Increase hold time,Low
Yoga,Tadasana | Mountain Pose,Easy,None,N/A,Yoga,Full Body,2,15,Flexibility,5,Increase hold time,Low
Yoga,Supta Baddha Konasana | Reclining Bound Angle,Easy,None,N/A,Yoga,Full Body,2,15,Flexibility,5,Increase hold time,Low
Yoga,Viparita Karani | Legs ups the Wall Pose,Easy,None,N/A,Yoga,Full Body,2,15,Flexibility,5,Increase hold time,Low
Yoga,Supta Matsyendrasana | Supine Spinal Twist,Easy,None,N/A,Yoga,Full Body,2,15,Flexibility,5,Increase hold time,Low
Yoga,Samakonasana | Straight Angle Pose,Medium,None,N/A,Yoga,Full Body,3,30,Flexibility,6,Increase hold time,Low
Yoga,Shoulderstand | Salamba Sarvangasana,Medium,None,N/A,Yoga,Full Body,3,30,Flexibility,6,Increase hold time,Low
Yoga,Nauka Sanchalanasan | Rowing the Boat Pose,Easy,None,N/A,Yoga,Full Body,2,15,Flexibility,5,Increase hold time,Low
Yoga,Malasana | Squat Pose or Garland Pose,Easy,None,N/A,Yoga,Full Body,2,15,Flexibility,5,Increase hold time,Low
Yoga,Full Lotus Pose,Medium,None,N/A,Yoga,Full Body,3,30,Flexibility,6,Increase hold time,Low
Yoga,Halasana | Plow Pose,Medium,None,N/A,Yoga,Full Body,3,30,Flexibility,6,Increase hold time,Low
Yoga,Locust Pose,Medium,None,N/A,Yoga,Full Body,3,30,Flexibility,6,Increase hold time,Low
Yoga,Wheel Pose | Chakrasana | Urdhva Dhanurasana,Hard,None,N/A,Yoga,Full Body,3,60,Flexibility,10,Increase hold time,Medium
Yoga,Garudasana | Eagle Pose,Medium,None,N/A,Yoga,Full Body,3,30,Flexibility,6,Increase hold time,Low
Yoga,Crab Pose,Medium,None,N/A,Yoga,Full Body,3,30,Flexibility,6,Increase hold time,Low
Yoga,Childs Pose To Cobra Pose,Easy,None,N/A,Yoga,Full Body,2,15,Flexibility,5,Increase hold time,Low
Yoga,Camel Pose,Medium,None,N/A,Yoga,Full Body,3,30,Flexibility,6,Increase hold time,Low
Yoga,Bridge Pose,Medium,None,N/A,Yoga,Full Body,3,30,Flexibility,6,Increase hold time,Low
Yoga,Saithalyasana (Animal Relaxation Pose),Easy,None,N/A,Yoga,Full Body,2,15,Flexibility,5,Increase hold time,Low
Back / Wing,Lever Front Pulldown,Medium,Lever Machine,70%,Back / Wing,Biceps,3,60,Strength,8,Increase weight,Low
Back / Wing,Pull-Up,Hard,None,N/A,Back / Wing,Biceps,2,90,Strength,10,Increase reps,Medium
Calisthenic,Pull-Up,Hard,None,N/A,Full Body,Back / Wing,2,90,Strength,10,Increase reps,Medium
Back / Wing,Cable Rear Pulldown,Medium,Cable Machine,65%,Back / Wing,Biceps,3,60,Strength,8,Increase weight,Low
Back / Wing,Lat Pulldown,Medium,Cable Machine,65%,Back / Wing,Biceps,3,60,Strength,8,Increase weight,Low
Back / Wing,Seated Cable Row,Medium,Cable Machine,70%,Back / Wing,Biceps,3,60,Strength,8,Increase weight,Low
