Muscle_Group,Exercise,Difficulty_Level,Equipment_Required,Target_Intensity,Primary_Muscle_Group,Secondary_Muscle_Group,Exercise_Duration,Recovery_Time,Exercise_Type,Calories_Burned,Exercise_Progression,Injury_Risk_Level
Abs,Reverse Plank Kicks,Intermediate,None,Moderate,Core,Lower Abs,8 minutes,2 minutes,Strength,80,Increase reps,Low
Abs,Hindu Push-ups,Intermediate,None,Moderate,Core,Shoulders,10 minutes,2 minutes,Strength,90,Increase reps,Moderate
Calisthenic,Hindu Push-ups,Intermediate,,Moderate,Core,Shoulders,10 minutes,2 minutes,Strength,90,Increase reps,Moderate
Erector Spinae,Hindu Push-ups,Intermediate,,Moderate,Core,Shoulders,10 minutes,2 minutes,Strength,90,Increase reps,Moderate
Shoulders,Hindu Push-ups,Intermediate,,Moderate,Core,Shoulders,10 minutes,2 minutes,Strength,90,Increase reps,Moderate
Abs,Bear Crawl,Beginner,None,Low,Core,None,8 minutes,1 minute,Strength,70,Increase duration,Low
Cardio,Bear Crawl,Beginner,,Low,Core,,8 minutes,1 minute,Strength,70,Increase duration,Low
Cardio,High Knee Run,Beginner,None,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Hip,High Knee Run,Beginner,,Low,Cardio,,10 minutes,2 minutes,Aerobic,80,,Low
Leg,High Knee Run,Beginner,,Low,Cardio,,10 minutes,2 minutes,Aerobic,80,,Low
Abs,High Knee Skips,Beginner,None,Low,Core,None,8 minutes,1 minute,Strength,70,Increase duration,Low
Cardio,High Knee Skips,Beginner,,Low,Core,,8 minutes,1 minute,Strength,70,Increase duration,Low
Leg,High Knee Skips,Beginner,,Low,Core,,8 minutes,1 minute,Strength,70,Increase duration,Low
Abs,Double Crunches,Intermediate,None,Moderate,Core,None,8 minutes,2 minutes,Strength,80,Increase reps,Low
Abs,Toe Reaches,Beginner,None,Low,Core,None,8 minutes,1 minute,Strength,70,Increase duration,Low
Calf,Inner Thigh Side Stretch,Beginner,None,Low,Calves,None,5 minutes,1 minute,Stretch,10,None,Low
Hip,Inner Thigh Side Stretch,Beginner,,Low,Calves,,5 minutes,1 minute,Stretch,10,,Low
Leg,Inner Thigh Side Stretch,Beginner,,Low,Calves,,5 minutes,1 minute,Stretch,10,,Low
Abs,Sit-ups,Beginner,None,Low,Core,None,8 minutes,1 minute,Strength,70,Increase duration,Low
Abs,Side Plank,Beginner,None,Low,Core,Obliques,5 minutes,1 minute,Isometric,50,Increase duration,Low
Abs,Plank Leg Lift,Intermediate,None,Moderate,Core,None,8 minutes,2 minutes,Strength,80,Increase duration,Low
Hip,Plank Leg Lift,Intermediate,,Moderate,Core,,8 minutes,2 minutes,Strength,80,Increase duration,Low
Abs,Plank Knee to Elbow,Intermediate,None,Moderate,Core,Obliques,8 minutes,2 minutes,Strength,80,Increase reps,Low
Abs,Russian Twist,Intermediate,Medicine Ball,Moderate,Core,Obliques,8 minutes,2 minutes,Strength,80,Increase weight,Low
Abs,Plank,Beginner,None,Low,Core,None,5 minutes,1 minute,Isometric,50,Increase duration,Low
Cardio,Skater,Beginner,None,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Hip,Skater,Beginner,,Low,Cardio,,10 minutes,2 minutes,Aerobic,80,,Low
Leg,Skater,Beginner,,Low,Cardio,,10 minutes,2 minutes,Aerobic,80,,Low
Abs,Leg Pull-in Knee-ups,Beginner,None,Low,Core,Lower Abs,8 minutes,1 minute,Strength,70,Increase reps,Low
Hip,Butterfly Stretch,Beginner,None,Low,Hips,None,5 minutes,1 minute,Stretch,10,None,Low
Leg,Butterfly Stretch,Beginner,,Low,Hips,,5 minutes,1 minute,Stretch,10,,Low
Abs,Glute Bridge,Beginner,None,Low,Glutes,Hamstrings,8 minutes,1 minute,Strength,70,Increase duration,Low
Hip,Glute Bridge,Beginner,,Low,Glutes,Hamstrings,8 minutes,1 minute,Strength,70,Increase duration,Low
Erector Spinae,Arm Leg Raises,Beginner,None,Low,Lower Back,None,8 minutes,1 minute,Strength,70,Increase duration,Low
Hip,Arm Leg Raises,Beginner,,Low,Lower Back,,8 minutes,1 minute,Strength,70,Increase duration,Low
Abs,Hollow Hold,Beginner,None,Low,Core,None,5 minutes,1 minute,Isometric,50,Increase duration,Low
Abs,Long Arm Crunch,Beginner,None,Low,Core,Upper Abs,8 minutes,1 minute,Strength,70,Increase reps,Low
Abs,Half Wipers,Intermediate,None,Moderate,Core,Obliques,8 minutes,2 minutes,Strength,80,Increase reps,Low
Abs,Jackknife Sit-ups (V-Up),Intermediate,None,Moderate,Core,Lower Abs,10 minutes,2 minutes,Strength,90,Increase reps,Low
Abs,Flutter Kick,Beginner,None,Low,Core,Lower Abs,8 minutes,1 minute,Strength,70,Increase duration,Low
Hip,Dumbbell Forward Leaning Lunge,Intermediate,Dumbbell,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase weight,Low
Leg,Dumbbell Forward Leaning Lunge,Intermediate,Dumbbell,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase weight,Low
Hip,Dumbbell Reverse Lunge,Intermediate,Dumbbell,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase weight,Low
Leg,Dumbbell Reverse Lunge,Intermediate,Dumbbell,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase weight,Low
Leg,Dumbbell Pistol Squat,Advanced,Dumbbell,High,Legs,None,15 minutes,3 minutes,Strength,200,Increase weight,High
Abs,Standing side bend,Beginner,None,Low,Core,Obliques,8 minutes,1 minute,Strength,70,Increase duration,Low
Back / Wing,Standing side bend,Beginner,,Low,Core,Obliques,8 minutes,1 minute,Strength,70,Increase duration,Low
Triceps,Bent Over Kickback,Intermediate,Dumbbell,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Chest,Incline Close-Grip Bench Press,Intermediate,Barbell,Moderate,Chest,Triceps,12 minutes,3 minutes,Strength,110,Increase weight,Moderate
Chest,Close Grip Bench Press,Intermediate,Barbell,Moderate,Chest,Triceps,12 minutes,3 minutes,Strength,110,Increase weight,Moderate
Triceps,Close Grip Bench Press,Intermediate,Barbell,Moderate,Chest,Triceps,12 minutes,3 minutes,Strength,110,Increase weight,Moderate
Triceps,Dumbbell Triceps Extension,Intermediate,Dumbbell,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Calisthenic,Diamond Push-up,Beginner,None,Low,Upper Body,None,8 minutes,1 minute,Strength,70,Increase reps,Low
Chest,Diamond Push-up,Beginner,,Low,Upper Body,,8 minutes,1 minute,Strength,70,Increase reps,Low
Triceps,Diamond Push-up,Beginner,,Low,Upper Body,,8 minutes,1 minute,Strength,70,Increase reps,Low
Biceps,Cable Curl,Intermediate,Cable Machine,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Forearm,Reverse Wrist Curl,Intermediate,Barbell,Moderate,Forearms,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Forearm,Wrist Curl,Intermediate,Barbell,Moderate,Forearms,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Biceps,Z-Bar Curl,Intermediate,Z-Bar,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Shoulders,Barbell Upright Row,Intermediate,Barbell,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Trapezius,Barbell Upright Row,Intermediate,Barbell,Moderate,Shoulders,,10 minutes,2 minutes,Strength,90,Increase weight,Low
Shoulders,Barbell Front Raise,Intermediate,Barbell,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Hip,Bodyweight Bulgarian Split Squat,Beginner,None,Low,Hips,Quads,8 minutes,1 minute,Strength,70,Increase duration,Low
Leg,Bodyweight Bulgarian Split Squat,Beginner,,Low,Hips,Quads,8 minutes,1 minute,Strength,70,Increase duration,Low
Hip,Dumbbell Sumo Squat,Intermediate,Dumbbell,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase weight,Low
Leg,Dumbbell Sumo Squat,Intermediate,Dumbbell,Moderate,Hips,Quads,10 minutes,2 minutes,Strength,90,Increase weight,Low
Hip,Hip Adduction Machine,Intermediate,Adduction Machine,Moderate,Hips,Inner Thigh,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Leg,Hip Adduction Machine,Intermediate,Adduction Machine,Moderate,Hips,Inner Thigh,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Hip Abduction Machine,Intermediate,Abduction Machine,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Leg,Hip Abduction Machine,Intermediate,Abduction Machine,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Calisthenic,Push-Up,Beginner,None,Low,Upper Body,None,8 minutes,1 minute,Strength,70,Increase reps,Low
Chest,Push-Up,Beginner,,Low,Upper Body,,8 minutes,1 minute,Strength,70,Increase reps,Low
Chest,Hammer Press,Intermediate,Dumbbell,Moderate,Chest,Triceps,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Chest,Chest Press Machine,Intermediate,Chest Press Machine,Moderate,Chest,Triceps,12 minutes,3 minutes,Strength,110,Increase resistance,Moderate
Chest,Corner Wall Stretch,Beginner,None,Low,Chest,None,5 minutes,1 minute,Stretch,10,None,Low
Shoulders,Corner Wall Stretch,Beginner,,Low,Chest,,5 minutes,1 minute,Stretch,10,,Low
Leg,Seated Banded Leg Extension,Intermediate,Resistance Band,Moderate,Legs,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Biceps,Hammer Curl with Resistance Band,Intermediate,Resistance Band,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Forearm,Hammer Curl with Resistance Band,Intermediate,Resistance Band,Moderate,Biceps,,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Triceps,Triceps Extension with Resistance Bands,Intermediate,Resistance Band,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Chest,Barbell Floor Press,Intermediate,Barbell,Moderate,Chest,Triceps,12 minutes,3 minutes,Strength,110,Increase weight,Moderate
Abs,Suspended Ab Fall-out,Intermediate,Suspension Trainer,Moderate,Core,None,8 minutes,2 minutes,Strength,80,Increase duration,Low
Calisthenic,Suspended Ab Fall-out,Intermediate,Suspension Trainer,Moderate,Core,,8 minutes,2 minutes,Strength,80,Increase duration,Low
Abs,TRX Mountain Climber,Intermediate,Suspension Trainer,Moderate,Core,None,8 minutes,2 minutes,Strength,80,Increase duration,Low
Abs,Side Plank Knee to Elbow,Intermediate,None,Moderate,Core,Obliques,8 minutes,2 minutes,Strength,80,Increase reps,Low
Hip,Zercher Deadlift,Advanced,Barbell,High,Hips,Glutes,15 minutes,3 minutes,Strength,200,Increase weight,High
Leg,Zercher Deadlift,Advanced,Barbell,High,Hips,Glutes,15 minutes,3 minutes,Strength,200,Increase weight,High
Leg,Supported Pistol Squat,Intermediate,None,Moderate,Legs,None,10 minutes,2 minutes,Strength,90,Increase reps,Low
Chest,Landmine Floor Chest Fly,Intermediate,Landmine,Moderate,Chest,None,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Full Body,Barbell Thruster,Advanced,Barbell,High,Full Body,Shoulders,15 minutes,3 minutes,Strength,200,Increase weight,High
Leg,Barbell Thruster,Advanced,Barbell,High,Full Body,Shoulders,15 minutes,3 minutes,Strength,200,Increase weight,High
Shoulders,Barbell Thruster,Advanced,Barbell,High,Full Body,Shoulders,15 minutes,3 minutes,Strength,200,Increase weight,High
Erector Spinae,Dumbbell Pull Through,Intermediate,Dumbbell,Moderate,Lower Back,Glutes,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Hip,Dumbbell Pull Through,Intermediate,Dumbbell,Moderate,Lower Back,Glutes,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Leg,Dumbbell Pull Through,Intermediate,Dumbbell,Moderate,Lower Back,Glutes,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Calf,Single Leg Donkey Calf Raise,Intermediate,None,Moderate,Calves,None,10 minutes,2 minutes,Strength,90,Increase reps,Low
Chest,Decline Hammer Press,Intermediate,Dumbbell,Moderate,Chest,Triceps,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Hip,Jefferson Squat,Advanced,Barbell,High,Hips,Quads,15 minutes,3 minutes,Strength,200,Increase weight,High
Leg,Jefferson Squat,Advanced,Barbell,High,Hips,Quads,15 minutes,3 minutes,Strength,200,Increase weight,High
Triceps,Alternating Lying Dumbbell Triceps Extension,Intermediate,Dumbbell,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Triceps,Barbell Reverse Grip Skullcrusher,Intermediate,Barbell,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Triceps,Barbell Lying Back of the Head Tricep Extension,Intermediate,Barbell,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Triceps,EZ Bar Lying Close Grip Triceps Extension Behind Head,Intermediate,EZ-Bar,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Triceps,Kneeling Cable Triceps Extension,Intermediate,Cable Machine,Moderate,Triceps,None,30 seconds,15 seconds,Strength,50,Progressive Overload,Low
Chest,Close-Grip Reverse Bench Press,Intermediate,Barbell,Moderate,Chest,Triceps,12 minutes,3 minutes,Strength,110,Increase weight,Moderate
Triceps,Close-Grip Reverse Bench Press,Intermediate,Barbell,Moderate,Chest,Triceps,12 minutes,3 minutes,Strength,110,Increase weight,Moderate
Triceps,One Arm High Pulley Overhead Tricep Extension,Intermediate,Cable Machine,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Triceps,Cable Crossover Triceps Extension,Intermediate,Cable Machine,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Triceps,Side One Arm Reverse Pushdown,Intermediate,Cable Machine,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Biceps,Cable Reverse Grip EZ-bar Biceps Curl,Intermediate,Cable Machine,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Forearm,Cable Reverse Grip EZ-bar Biceps Curl,Intermediate,Cable Machine,Moderate,Biceps,,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Abs,Bodyweight Skull Crushers,Beginner,None,Low,Core,None,8 minutes,1 minute,Strength,70,Increase reps,Low
Calisthenic,Bodyweight Skull Crushers,Beginner,,Low,Core,,8 minutes,1 minute,Strength,70,Increase reps,Low
Full Body,Bodyweight Skull Crushers,Beginner,,Low,Core,,8 minutes,1 minute,Strength,70,Increase reps,Low
Triceps,Bodyweight Skull Crushers,Beginner,,Low,Core,,8 minutes,1 minute,Strength,70,Increase reps,Low
Triceps,V-bar Pushdown,Intermediate,Cable Machine,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Triceps,Cable Rope Lying Tricep Extension,Intermediate,Cable Machine,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Triceps,Cable Lying Triceps Extension,Intermediate,Cable Machine,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Not specified,Barbell Lying Close grip Triceps Extension,Intermediate,Barbell,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Erector Spinae,Glute Ham Raise,Intermediate,None,Moderate,Lower Back,Glutes,12 minutes,3 minutes,Strength,100,Increase duration,Moderate
Hip,Glute Ham Raise,Intermediate,,Moderate,Lower Back,Glutes,12 minutes,3 minutes,Strength,100,Increase duration,Moderate
Leg,Glute Ham Raise,Intermediate,,Moderate,Lower Back,Glutes,12 minutes,3 minutes,Strength,100,Increase duration,Moderate
Chest,Wide-Grip Reverse Bench Press,Intermediate,Barbell,Moderate,Chest,Triceps,12 minutes,3 minutes,Strength,110,Increase weight,Moderate
Calisthenic,Straddle Planche,Advanced,None,High,Upper Body,None,10 minutes,3 minutes,Strength,120,Increase duration,High
Chest,Straddle Planche,Advanced,,High,Upper Body,,10 minutes,3 minutes,Strength,120,Increase duration,High
Full Body,Straddle Planche,Advanced,,High,Upper Body,,10 minutes,3 minutes,Strength,120,Increase duration,High
Triceps,Straddle Planche,Advanced,,High,Upper Body,,10 minutes,3 minutes,Strength,120,Increase duration,High
Hip,TRX Pistol Squat,Advanced,Suspension Trainer,High,Hips,Quads,15 minutes,3 minutes,Strength,200,Increase reps,High
Leg,TRX Pistol Squat,Advanced,Suspension Trainer,High,Hips,Quads,15 minutes,3 minutes,Strength,200,Increase reps,High
Hip,Sitting Wide Leg Adductor Stretch,Beginner,None,Low,Hips,None,5 minutes,1 minute,Stretch,10,None,Low
Leg,Sitting Wide Leg Adductor Stretch,Beginner,,Low,Hips,,5 minutes,1 minute,Stretch,10,,Low
Hip,Standing Wide Knees Adductor Stretch,Beginner,None,Low,Hips,None,5 minutes,1 minute,Stretch,10,None,Low
Leg,Standing Wide Knees Adductor Stretch,Beginner,,Low,Hips,,5 minutes,1 minute,Stretch,10,,Low
Hip,Standing Wide Leg Adductor Stretch,Beginner,None,Low,Hips,None,5 minutes,1 minute,Stretch,10,None,Low
Leg,Standing Wide Leg Adductor Stretch,Beginner,,Low,Hips,,5 minutes,1 minute,Stretch,10,,Low
Leg,Knee Circles,Beginner,None,Low,Legs,None,5 minutes,1 minute,Strength,10,Increase duration,Low
Hip,Hip Circles,Beginner,None,Low,Hips,None,5 minutes,1 minute,Strength,10,Increase duration,Low
Yoga,Parsva Balasana | Thread the Needle Pose,Beginner,None,Low,Hips,None,5 minutes,1 minute,Stretch,10,None,Low
Full Body,One Arm Kettlebell Swing,Advanced,Kettlebell,High,Full Body,Shoulders,15 minutes,3 minutes,Strength,200,Increase weight,High
Hip,One Arm Kettlebell Swing,Advanced,Kettlebell,High,Full Body,Shoulders,15 minutes,3 minutes,Strength,200,Increase weight,High
Shoulders,One Arm Kettlebell Swing,Advanced,Kettlebell,High,Full Body,Shoulders,15 minutes,3 minutes,Strength,200,Increase weight,High
Abs,Half Cross Crunch,Beginner,None,Low,Core,None,8 minutes,1 minute,Strength,70,Increase duration,Low
Chest,Close Grip Knee Push-up,Beginner,None,Low,Chest,Triceps,5 minutes,1 minute,Strength,50,Increase reps,Low
Triceps,Close Grip Knee Push-up,Beginner,,Low,Chest,Triceps,5 minutes,1 minute,Strength,50,Increase reps,Low
Abs,Cable Seated Twist on Floor,Intermediate,Cable Machine,Moderate,Core,Obliques,8 minutes,2 minutes,Strength,80,Increase resistance,Low
Abs,Butterfly Sit-up,Beginner,None,Low,Core,Lower Abs,8 minutes,1 minute,Strength,70,Increase reps,Low
Back / Wing,Neutral Grip Pull-up,Intermediate,None,Moderate,Back,Biceps,10 minutes,2 minutes,Strength,110,Increase reps,Moderate
Biceps,Standing Reverse Shoulder Stretch,Beginner,None,Low,Biceps,None,5 minutes,1 minute,Stretch,10,None,Low
Shoulders,Standing Reverse Shoulder Stretch,Beginner,,Low,Biceps,,5 minutes,1 minute,Stretch,10,,Low
Shoulders,Resistance Band Bent Over Rear Delt Fly,Intermediate,Resistance Band,Moderate,Shoulders,Rear Deltoid,10 minutes,2 minutes,Strength,85,Increase resistance,Low
Trapezius,Resistance Band Bent Over Rear Delt Fly,Intermediate,Resistance Band,Moderate,Shoulders,Rear Deltoid,10 minutes,2 minutes,Strength,85,Increase resistance,Low
Abs,Push-up With Rotation,Intermediate,None,Moderate,Core,Shoulders,10 minutes,2 minutes,Strength,90,Increase reps,Moderate
Chest,Push-up With Rotation,Intermediate,,Moderate,Core,Shoulders,10 minutes,2 minutes,Strength,90,Increase reps,Moderate
Erector Spinae,Push-up With Rotation,Intermediate,,Moderate,Core,Shoulders,10 minutes,2 minutes,Strength,90,Increase reps,Moderate
Abs,Side Plank Rotation,Intermediate,None,Moderate,Core,Obliques,8 minutes,2 minutes,Strength,80,Increase reps,Low
Erector Spinae,Side Plank Rotation,Intermediate,,Moderate,Core,Obliques,8 minutes,2 minutes,Strength,80,Increase reps,Low
Hip,Resistance Band Overhead Squat,Intermediate,Resistance Band,Moderate,Hips,Shoulders,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Leg,Resistance Band Overhead Squat,Intermediate,Resistance Band,Moderate,Hips,Shoulders,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Back / Wing,Medicine ball Overhead Slam,Intermediate,Medicine Ball,Moderate,Back,Shoulders,10 minutes,2 minutes,Strength,90,Increase weight,Moderate
Full Body,Medicine ball Overhead Slam,Intermediate,Medicine Ball,Moderate,Back,Shoulders,10 minutes,2 minutes,Strength,90,Increase weight,Moderate
Shoulders,Medicine ball Overhead Slam,Intermediate,Medicine Ball,Moderate,Back,Shoulders,10 minutes,2 minutes,Strength,90,Increase weight,Moderate
Chest,Supine Medicine Ball Chest Throw,Beginner,Medicine Ball,Low,Chest,None,8 minutes,1 minute,Strength,70,Increase weight,Low
Triceps,Supine Medicine Ball Chest Throw,Beginner,Medicine Ball,Low,Chest,,8 minutes,1 minute,Strength,70,Increase weight,Low
Chest,Reverse Dips,Beginner,None,Low,Chest,Triceps,8 minutes,1 minute,Strength,70,Increase reps,Low
Triceps,Reverse Dips,Beginner,,Low,Chest,Triceps,8 minutes,1 minute,Strength,70,Increase reps,Low
Chest,Trx Chest Press,Intermediate,Suspension Trainer,Moderate,Chest,Triceps,10 minutes,2 minutes,Strength,90,Increase duration,Low
Back / Wing,Dumbbell Seal Row,Intermediate,Dumbbell,Moderate,Back,None,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Hip,Lever Standing Hip Extension,Intermediate,Lever Machine,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Chest,Dumbbell Straight Arm Pullover (knees at 90 degrees),Intermediate,Dumbbell,Moderate,Chest,Back,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Chest,Trx Chest Fly,Intermediate,Suspension Trainer,Moderate,Chest,None,10 minutes,2 minutes,Strength,90,Increase duration,Low
Chest,Doorway Pec and Shoulder Stretch,Beginner,None,Low,Chest,Shoulders,5 minutes,1 minute,Stretch,10,None,Low
Shoulders,Doorway Pec and Shoulder Stretch,Beginner,,Low,Chest,Shoulders,5 minutes,1 minute,Stretch,10,,Low
Abs,Prone Abdominal Hollowing,Beginner,None,Low,Core,None,5 minutes,1 minute,Isometric,10,Increase duration,Low
Abs,Hell Slide,Beginner,None,Low,Core,None,8 minutes,1 minute,Strength,70,Increase duration,Low
Leg,Hell Slide,Beginner,,Low,Core,,8 minutes,1 minute,Strength,70,Increase duration,Low
Full Body,Wall Ball,Beginner,Medicine Ball,Low,Full Body,None,10 minutes,2 minutes,Strength,80,None,Low
Hip,Wall Ball,Beginner,Medicine Ball,Low,Full Body,,10 minutes,2 minutes,Strength,80,,Low
Leg,Wall Ball,Beginner,Medicine Ball,Low,Full Body,,10 minutes,2 minutes,Strength,80,,Low
Shoulders,Wall Ball,Beginner,Medicine Ball,Low,Full Body,,10 minutes,2 minutes,Strength,80,,Low
Hip,Kicks Leg Bent,Beginner,None,Low,Hips,None,8 minutes,1 minute,Strength,70,Increase duration,Low
Hip,Kneeling Leg Out Adductor Stretch,Beginner,None,Low,Hips,None,5 minutes,1 minute,Stretch,10,None,Low
Leg,Kneeling Leg Out Adductor Stretch,Beginner,,Low,Hips,,5 minutes,1 minute,Stretch,10,,Low
Shoulders,Resistance Band Pull Apart,Beginner,Resistance Band,Low,Shoulders,None,8 minutes,1 minute,Strength,70,Increase resistance,Low
Trapezius,Resistance Band Pull Apart,Beginner,Resistance Band,Low,Shoulders,,8 minutes,1 minute,Strength,70,Increase resistance,Low
Abs,Half Frog Pose,Beginner,None,Low,Core,None,5 minutes,1 minute,Stretch,10,None,Low
Leg,Half Frog Pose,Beginner,,Low,Core,,5 minutes,1 minute,Stretch,10,,Low
Yoga,Half Frog Pose,Beginner,,Low,Core,,5 minutes,1 minute,Stretch,10,,Low
Hip,Happy Baby Pose,Beginner,None,Low,Hips,None,5 minutes,1 minute,Stretch,10,None,Low
Leg,Happy Baby Pose,Beginner,,Low,Hips,,5 minutes,1 minute,Stretch,10,,Low
Yoga,Happy Baby Pose,Beginner,,Low,Hips,,5 minutes,1 minute,Stretch,10,,Low
Biceps,Barbell Drag Curl,Intermediate,Barbell,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Back / Wing,Kettlebell Renegade Row,Intermediate,Kettlebell,Moderate,Back,None,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Chest,Kettlebell Renegade Row,Intermediate,Kettlebell,Moderate,Back,,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Full Body,Kettlebell Renegade Row,Intermediate,Kettlebell,Moderate,Back,,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Back / Wing,Push-Up to Renegade Row,Intermediate,Dumbbell,Moderate,Back,Shoulders,10 minutes,2 minutes,Strength,90,Increase weight,Moderate
Chest,Push-Up to Renegade Row,Intermediate,Dumbbell,Moderate,Back,Shoulders,10 minutes,2 minutes,Strength,90,Increase weight,Moderate
Full Body,Push-Up to Renegade Row,Intermediate,Dumbbell,Moderate,Back,Shoulders,10 minutes,2 minutes,Strength,90,Increase weight,Moderate
Chest,Modified Hindu Push-up,Intermediate,None,Moderate,Chest,Shoulders,10 minutes,2 minutes,Strength,90,Increase reps,Moderate
Full Body,Modified Hindu Push-up,Intermediate,,Moderate,Chest,Shoulders,10 minutes,2 minutes,Strength,90,Increase reps,Moderate
Chest,Knuckle Push-Up,Beginner,None,Low,Chest,Triceps,8 minutes,1 minute,Strength,70,Increase reps,Low
Calisthenic,Planche Push-Up,Advanced,None,High,Upper Body,None,10 minutes,3 minutes,Strength,120,Increase reps,High
Chest,Planche Push-Up,Advanced,,High,Upper Body,,10 minutes,3 minutes,Strength,120,Increase reps,High
Full Body,Planche Push-Up,Advanced,,High,Upper Body,,10 minutes,3 minutes,Strength,120,Increase reps,High
Triceps,Planche Push-Up,Advanced,,High,Upper Body,,10 minutes,3 minutes,Strength,120,Increase reps,High
Calisthenic,Finger Push-up,Advanced,None,High,Upper Body,None,10 minutes,3 minutes,Strength,120,Increase reps,High
Chest,Finger Push-up,Advanced,,High,Upper Body,,10 minutes,3 minutes,Strength,120,Increase reps,High
Calisthenic,Chest Tap Push-up,Intermediate,None,Moderate,Upper Body,None,8 minutes,2 minutes,Strength,80,Increase reps,Low
Chest,Chest Tap Push-up,Intermediate,,Moderate,Upper Body,,8 minutes,2 minutes,Strength,80,Increase reps,Low
Chest,Kettlebell Deep Push-Up,Intermediate,Kettlebell,Moderate,Chest,Triceps,10 minutes,2 minutes,Strength,90,Increase weight,Low
Calisthenic,Archer Push-Up,Advanced,None,High,Upper Body,None,10 minutes,3 minutes,Strength,120,Increase reps,High
Chest,Archer Push-Up,Advanced,,High,Upper Body,,10 minutes,3 minutes,Strength,120,Increase reps,High
Full Body,Archer Push-Up,Advanced,,High,Upper Body,,10 minutes,3 minutes,Strength,120,Increase reps,High
Triceps,Archer Push-Up,Advanced,,High,Upper Body,,10 minutes,3 minutes,Strength,120,Increase reps,High
Chest,One Leg Push-Up,Intermediate,None,Moderate,Chest,Triceps,8 minutes,2 minutes,Strength,80,Increase reps,Low
Abs,Medicine Ball Crunch,Intermediate,Medicine Ball,Moderate,Core,None,8 minutes,2 minutes,Strength,80,Increase weight,Low
Chest,Bosu Ball Push-Up,Intermediate,Bosu Ball,Moderate,Chest,Triceps,10 minutes,2 minutes,Strength,90,Increase duration,Low
Chest,Resistance Band Alternating Chest Fly,Intermediate,Resistance Band,Moderate,Chest,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
